id,valor,peso,volumen,categoria
2631,562,95,68,9
2632,100,143,18,6
2633,463,110,120,8
2634,545,28,54,11
2635,37,30,43,5
2636,236,17,44,2
2637,285,118,134,5
2638,524,193,110,1
2639,943,43,11,1
2640,250,136,75,1
2641,512,88,116,7
2642,6,30,41,6
2643,323,138,87,9
2644,545,101,43,5
2645,736,197,32,2
2646,882,164,132,3
2647,838,149,93,6
2648,308,19,119,11
2649,228,104,94,6
2650,858,158,59,3
2651,201,73,40,1
2652,321,65,23,1
2653,832,111,142,0
2654,67,199,121,10
2655,204,101,12,2
2656,335,72,56,11
2657,62,15,65,6
2658,53,100,67,2
2659,185,87,56,4
2660,639,68,85,4
2661,250,72,91,11
2662,819,164,137,2
2663,791,130,68,1
2664,627,144,65,0
2665,795,169,34,2
2666,19,159,94,1
2667,668,109,133,6
2668,963,125,88,2
2669,121,88,136,1
2670,614,146,40,6
2671,97,116,70,4
2672,517,11,141,9
2673,277,179,6,7
2674,255,87,7,7
2675,337,167,105,4
2676,509,4,150,11
2677,575,37,83,1
2678,558,197,83,6
2679,171,62,58,1
2680,845,161,45,7
2681,705,23,20,6
2682,694,169,100,4
2683,519,18,9,10
2684,395,21,7,11
2685,403,55,100,8
2686,89,134,58,7
2687,902,97,67,3
2688,468,139,84,6
2689,31,176,146,7
2690,484,180,23,8
2691,816,187,149,3
2692,344,113,118,3
2693,706,64,150,3
2694,131,102,142,4
2695,117,158,104,8
2696,252,131,96,9
2697,708,113,95,9
2698,635,99,101,8
2699,435,111,27,0
2700,999,120,17,9
2701,233,104,47,3
2702,673,166,97,9
2703,923,21,101,6
2704,899,54,37,9
2705,974,3,96,9
2706,465,182,88,4
2707,971,62,83,9
2708,367,109,62,3
2709,848,43,4,4
2710,425,135,59,4
2711,336,17,44,11
2712,158,146,144,5
2713,854,166,6,8
2714,654,105,18,5
2715,537,98,34,6
2716,558,175,102,1
2717,881,17,143,10
2718,684,183,32,10
2719,156,81,130,0
2720,531,78,113,2
2721,181,161,130,3
2722,721,14,97,2
2723,368,193,137,6
2724,384,69,103,1
2725,384,147,44,1
2726,287,57,47,6
2727,861,114,47,7
2728,970,150,21,5
2729,164,147,94,0
2730,840,35,141,2
2731,43,131,80,0
2732,664,62,43,1
2733,251,44,137,1
2734,661,13,36,5
2735,918,3,46,5
2736,26,179,121,4
2737,880,113,67,11
2738,867,177,5,7
2739,957,90,45,2
2740,639,119,25,2
2741,528,62,3,8
2742,800,95,106,1
2743,448,21,36,7
2744,30,86,28,10
2745,332,193,38,0
2746,928,91,140,6
2747,290,163,119,6
2748,89,199,98,1
2749,466,148,83,8
2750,622,36,96,0
2751,441,137,41,11
2752,483,157,51,6
2753,15,117,145,8
2754,131,131,74,11
2755,251,49,117,5
2756,603,82,144,5
2757,539,15,147,9
2758,290,154,3,0
2759,54,15,16,7
2760,123,61,90,8
2761,352,75,125,8
2762,115,106,44,8
2763,542,52,135,0
2764,64,155,40,10
2765,253,67,106,5
2766,967,117,60,2
2767,942,24,142,1
2768,869,160,60,3
2769,757,120,104,3
2770,597,29,49,1
2771,591,191,115,3
2772,306,19,8,4
2773,939,163,66,3
2774,739,174,141,8
2775,322,71,65,5
2776,336,90,139,5
2777,53,152,87,10
2778,910,54,109,6
2779,60,189,146,9
2780,220,70,19,2
2781,599,33,49,10
2782,973,3,72,4
2783,645,132,38,1
2784,96,27,41,8
2785,369,128,4,7
2786,897,37,25,4
2787,832,157,28,5
2788,793,11,62,2
2789,343,86,103,5
2790,722,84,87,8
2791,334,166,30,10
2792,758,62,133,10
2793,985,188,128,1
2794,177,31,19,9
2795,77,2,88,9
2796,468,32,95,0
2797,406,179,118,8
2798,610,179,50,7
2799,981,57,51,3
2800,549,156,98,0
2801,925,134,44,10
2802,483,80,34,6
2803,251,86,16,5
2804,178,148,3,7
2805,356,186,97,5
2806,292,189,97,7
2807,374,159,81,1
2808,606,2,90,10
2809,279,52,149,10
2810,747,132,43,1
2811,467,28,39,11
2812,890,115,142,11
2813,568,193,127,5
2814,636,86,64,10
2815,963,146,149,7
2816,41,182,73,1
2817,706,50,111,9
2818,872,156,51,11
2819,827,18,137,7
2820,455,165,109,3
2821,134,187,7,6
2822,771,168,138,5
2823,568,50,5,1
2824,126,16,112,9
2825,524,45,129,4
2826,670,11,127,7
2827,550,81,92,8
2828,903,92,138,7
2829,648,68,1,1
2830,854,186,123,11
2831,396,49,8,5
2832,887,42,130,7
2833,798,44,127,7
2834,466,160,110,10
2835,21,51,57,1
2836,892,4,65,6
2837,184,46,122,9
2838,207,124,110,8
2839,808,170,81,2
2840,547,187,28,3
2841,839,184,81,5
2842,342,137,27,8
2843,947,119,101,10
2844,231,144,43,2
2845,522,110,20,8
2846,876,187,58,4
2847,51,89,97,3
2848,163,27,20,3
2849,526,104,149,0
2850,434,196,42,6
2851,431,40,38,0
2852,964,47,53,10
2853,658,14,28,10
2854,301,141,80,6
2855,380,101,16,2
2856,602,134,146,3
2857,119,78,114,1
2858,675,102,118,7
2859,142,110,58,4
2860,669,60,112,9
2861,544,30,98,0
2862,704,139,30,4
2863,898,195,119,6
2864,793,81,31,0
2865,627,112,112,4
2866,953,83,26,10
2867,995,9,128,3
2868,50,109,123,8
2869,865,170,32,8
2870,885,169,68,8
2871,839,87,119,3
2872,277,17,62,3
2873,451,88,113,3
2874,506,76,1,10
2875,333,173,102,3
2876,80,26,118,7
2877,118,10,114,10
2878,751,152,102,6
2879,991,80,77,2
2880,16,83,119,11
2881,272,125,146,8
2882,351,136,24,7
2883,93,19,115,2
2884,992,2,69,5
2885,866,162,59,5
2886,401,188,77,9
2887,875,58,27,4
2888,520,127,140,10
2889,420,87,68,10
2890,277,30,16,10
2891,651,32,97,7
2892,187,120,90,0
2893,809,1,122,2
2894,872,45,65,0
2895,903,155,139,2
2896,475,46,67,5
2897,340,7,135,10
2898,187,66,9,1
2899,213,106,11,11
2900,916,77,13,1
2901,649,2,138,4
2902,112,196,110,11
2903,487,5,68,11
2904,816,7,78,7
2905,400,85,93,1
2906,991,190,131,6
2907,443,66,19,9
2908,413,99,63,11
2909,124,36,72,7
2910,21,159,23,10
2911,267,91,9,1
2912,396,97,38,0
2913,880,82,66,6
2914,286,42,146,9
2915,219,55,42,9
2916,349,199,94,7
2917,772,51,98,5
2918,420,148,102,7
2919,261,190,44,3
2920,795,14,55,3
2921,953,159,142,10
2922,57,52,140,0
2923,105,186,25,1
2924,182,160,58,6
2925,45,107,146,0
2926,335,6,101,5
2927,886,60,48,0
2928,234,3,23,3
2929,870,40,125,4
2930,201,17,113,7
2931,31,156,120,2
2932,756,136,34,0
2933,354,190,46,0
2934,794,177,109,3
2935,591,177,90,10
2936,241,169,69,9
2937,950,88,120,8
2938,968,156,141,6
2939,806,167,69,9
2940,780,21,41,2
2941,806,127,35,6
2942,475,112,108,6
2943,122,191,30,0
2944,361,106,121,5
2945,702,72,127,1
2946,919,44,51,8
2947,15,42,143,1
2948,674,138,24,10
2949,314,24,9,10
2950,691,189,10,7
2951,857,142,30,7
2952,244,71,99,3
2953,660,26,28,2
2954,767,186,111,6
2955,676,159,38,6
2956,271,3,46,8
2957,605,94,34,0
2958,633,163,144,6
2959,656,147,1,7
2960,417,118,138,7
2961,31,121,130,7
2962,465,107,115,0
2963,492,156,112,10
2964,694,188,143,5
2965,15,182,76,1
2966,711,144,110,10
2967,156,190,10,5
2968,710,168,34,1
2969,933,189,83,3
2970,402,96,40,4
2971,194,162,79,9
2972,138,191,16,3
2973,611,68,7,9
2974,862,145,42,1
2975,323,175,108,1
2976,399,59,31,7
2977,675,139,115,4
2978,758,172,35,5
2979,179,177,41,4
2980,741,4,54,6
2981,272,31,116,1
2982,461,2,134,4
2983,842,32,132,3
2984,357,192,11,10
2985,967,81,29,2
2986,433,23,46,7
2987,384,91,81,3
2988,974,145,150,11
2989,878,72,93,9
2990,678,130,143,0
2991,995,81,43,6
2992,779,167,58,9
2993,973,138,23,0
2994,166,180,142,6
2995,702,21,60,6
2996,906,117,132,4
2997,606,101,122,4
2998,567,50,80,1
2999,191,42,24,1
3000,981,59,144,6
3001,149,82,51,5
3002,891,35,129,5
3003,490,171,101,2
3004,836,131,89,9
3005,112,198,80,1
3006,716,135,68,1
3007,143,138,62,0
3008,40,121,73,11
3009,756,18,23,7
3010,423,45,124,0
3011,841,162,36,2
3012,327,2,76,5
3013,770,44,86,3
3014,390,45,111,9
3015,253,131,53,3
3016,116,21,38,7
3017,488,197,103,3
3018,926,57,13,11
3019,886,197,70,10
3020,213,149,70,1
3021,891,63,30,1
3022,246,70,95,9
3023,256,92,42,10
3024,82,16,75,9
3025,439,4,43,9
3026,53,96,22,9
3027,683,10,58,3
3028,353,181,124,1
3029,516,184,61,6
3030,119,12,114,3
3031,31,5,89,8
3032,255,168,93,7
3033,292,9,43,0
3034,243,57,102,2
3035,300,98,59,9
3036,789,101,68,1
3037,675,143,131,2
3038,410,127,94,11
3039,297,136,17,11
3040,349,65,75,8
3041,342,181,12,2
3042,979,172,134,0
3043,354,181,112,4
3044,437,199,45,3
3045,232,174,94,2
3046,280,53,42,1
3047,800,43,13,6
3048,713,56,114,10
3049,833,142,24,1
3050,119,70,105,4
3051,569,62,79,1
3052,993,131,116,6
3053,664,167,120,6
3054,520,160,59,11
3055,318,196,53,2
3056,677,182,49,0
3057,685,116,48,11
3058,671,153,144,11
3059,966,7,64,5
3060,633,160,90,2
3061,784,56,56,10
3062,66,105,114,3
3063,478,84,127,0
3064,262,50,137,0
3065,929,49,137,11
3066,158,67,143,10
3067,844,187,75,10
3068,706,106,74,11
3069,70,140,44,4
3070,810,88,115,6
3071,387,13,115,2
3072,910,98,129,8
3073,678,112,53,9
3074,839,139,145,11
3075,671,141,110,11
3076,197,4,124,2
3077,128,129,100,6
3078,639,86,143,1
3079,27,181,96,9
3080,126,179,67,7
3081,77,116,145,2
3082,510,72,16,6
3083,722,141,49,7
3084,130,111,132,7
3085,341,115,80,0
3086,578,179,13,9
3087,319,194,45,11
3088,875,13,18,7
3089,951,78,10,0
3090,246,21,58,1
3091,392,183,57,7
3092,177,39,144,2
3093,576,188,69,2
3094,171,55,66,2
3095,598,110,74,4
3096,95,33,97,7
3097,132,97,86,5
3098,556,114,130,4
3099,11,56,148,7
3100,497,180,57,9
3101,822,79,141,2
3102,113,39,138,6
3103,977,185,67,4
3104,507,184,136,11
3105,995,104,42,0
3106,180,118,52,11
3107,178,74,101,8
3108,634,151,99,6
3109,772,5,48,7
3110,251,143,85,4
3111,208,173,100,6
3112,732,27,83,1
3113,845,113,66,11
3114,668,162,92,1
3115,112,50,121,8
3116,116,193,115,2
3117,333,79,142,10
3118,89,111,127,1
3119,775,168,13,10
3120,791,168,14,8
3121,118,68,16,3
3122,482,22,27,8
3123,388,176,135,3
3124,555,150,21,7
3125,590,193,86,3
3126,196,31,128,1
3127,131,23,149,7
3128,806,173,123,1
3129,656,16,85,10
3130,331,37,3,6
3131,772,200,5,2
3132,176,154,3,1
3133,377,101,132,10
3134,326,15,15,10
3135,584,30,30,11
3136,83,91,92,1
3137,393,73,63,9
3138,281,62,73,8
3139,49,99,61,0
3140,62,45,24,3
3141,13,61,144,11
3142,788,71,51,4
3143,761,11,79,2
3144,941,10,129,0
3145,966,5,77,6
3146,523,187,108,7
3147,950,173,10,3
3148,607,106,148,11
3149,745,86,99,2
3150,528,111,142,11
3151,736,9,148,5
3152,718,42,7,3
3153,234,140,125,0
3154,143,131,8,0
3155,133,160,56,5
3156,751,32,123,5
3157,167,73,66,3
3158,742,193,66,4
3159,150,63,16,7
3160,358,160,68,0
3161,186,79,9,6
3162,769,65,106,0
3163,26,92,39,2
3164,530,4,61,9
3165,176,143,70,8
3166,661,8,110,7
3167,200,28,43,2
3168,113,150,105,2
3169,119,101,44,9
3170,322,55,119,0
3171,797,33,16,2
3172,116,113,39,8
3173,953,177,58,7
3174,725,60,126,1
3175,874,166,75,9
3176,321,114,121,7
3177,5,178,149,3
3178,168,81,9,0
3179,677,96,108,8
3180,853,105,19,9
3181,71,17,72,3
3182,553,48,126,4
3183,787,14,82,3
3184,174,86,123,7
3185,865,145,37,3
3186,902,84,42,5
3187,20,76,66,10
3188,917,84,97,8
3189,980,175,7,1
3190,932,39,65,6
3191,715,14,117,10
3192,403,126,96,11
3193,897,64,77,3
3194,307,157,56,2
3195,866,80,124,10
3196,665,33,96,6
3197,732,9,77,5
3198,773,69,102,5
3199,652,90,144,7
3200,983,58,28,5
3201,197,118,24,8
3202,987,92,59,6
3203,614,103,50,5
3204,536,95,132,6
3205,720,67,45,9
3206,17,89,130,7
3207,891,31,91,6
3208,543,139,122,7
3209,645,196,66,2
3210,297,129,50,6
3211,360,91,144,11
3212,755,27,14,9
3213,785,184,15,9
3214,258,128,19,11
3215,297,27,19,11
3216,954,90,123,8
3217,627,184,25,0
3218,907,149,70,0
3219,147,146,138,5
3220,952,64,104,7
3221,68,103,10,5
3222,52,66,71,5
3223,908,77,35,6
3224,475,52,94,5
3225,872,24,63,3
3226,322,3,82,7
3227,311,182,33,6
3228,683,104,79,6
3229,688,82,16,10
3230,160,110,63,11
3231,966,133,48,1
3232,328,52,94,10
3233,785,158,30,0
3234,863,15,76,5
3235,835,53,91,2
3236,847,86,59,3
3237,375,177,122,11
3238,124,142,31,3
3239,608,168,136,10
3240,8,76,122,2
3241,475,139,91,10
3242,280,89,140,8
3243,154,151,22,9
3244,762,89,13,0
3245,497,178,28,2
3246,189,41,106,9
3247,370,68,7,10
3248,382,143,35,5
3249,663,12,70,5
3250,628,37,105,5
3251,420,142,49,5
3252,704,78,85,5
3253,469,92,28,10
3254,767,132,101,9
3255,498,53,139,3
3256,55,84,129,10
3257,851,116,39,8
3258,102,65,109,4
3259,625,123,110,0
3260,654,49,18,9
3261,432,180,132,10
3262,513,38,5,9
3263,834,194,16,6
3264,804,98,121,3
3265,574,48,4,8
3266,921,43,130,4
3267,695,28,49,7
3268,562,168,28,11
3269,197,89,6,5
3270,992,63,100,9
3271,790,1,135,9
3272,978,60,81,5
3273,902,164,101,1
3274,389,111,98,11
3275,880,116,106,7
3276,214,189,66,8
3277,714,150,52,2
3278,687,109,144,3
3279,954,145,42,8
3280,132,80,21,10
3281,711,4,87,6
3282,254,139,17,5
3283,639,140,105,3
3284,282,4,88,1
3285,103,102,141,1
3286,896,70,121,1
3287,725,79,103,6
3288,966,89,104,3
3289,644,91,144,6
3290,758,95,2,5
3291,788,68,54,4
3292,476,192,101,8
3293,330,186,98,3
3294,22,19,15,7
3295,761,155,112,9
3296,778,143,96,3
3297,653,33,101,5
3298,732,40,108,10
3299,517,106,9,6
3300,425,28,148,5
3301,336,7,140,4
3302,787,114,38,0
3303,402,36,79,2
3304,723,173,9,8
3305,843,112,25,7
3306,684,112,121,0
3307,480,151,67,1
3308,337,174,118,11
3309,930,187,113,9
3310,621,133,139,0
3311,566,189,116,1
3312,501,158,58,7
3313,576,18,73,10
3314,570,153,71,6
3315,20,181,17,5
3316,191,63,85,0
3317,852,121,93,0
3318,222,142,70,2
3319,339,49,87,3
3320,290,169,64,5
3321,313,54,72,0
3322,968,183,100,4
3323,321,78,26,0
3324,370,155,49,3
3325,637,59,34,9
3326,651,86,19,11
3327,668,85,138,7
3328,600,176,70,9
3329,668,163,91,2
3330,932,192,68,8
3331,692,123,54,1
3332,789,15,54,1
3333,368,127,8,8
3334,376,30,103,8
3335,888,87,115,0
3336,955,173,126,5
3337,217,62,126,4
3338,156,85,9,9
3339,163,32,36,10
3340,174,73,2,9
3341,484,27,11,6
3342,528,178,42,10
3343,318,111,63,1
3344,864,56,148,1
3345,821,197,87,4
3346,208,118,39,4
3347,760,154,17,4
3348,861,131,89,2
3349,91,13,144,8
3350,911,116,14,4
3351,876,68,35,8
3352,331,157,53,9
3353,840,146,139,9
3354,426,192,95,9
3355,252,33,107,7
3356,529,97,11,3
3357,463,166,44,1
3358,156,103,66,3
3359,276,183,51,8
3360,312,77,148,2
3361,719,138,144,1
3362,350,130,77,8
3363,867,20,61,5
3364,550,116,5,10
3365,291,154,79,8
3366,405,195,87,8
3367,310,172,59,3
3368,134,39,66,6
3369,688,159,74,1
3370,853,76,133,10
3371,630,54,11,4
3372,853,197,19,9
3373,40,38,136,4
3374,111,111,2,10
3375,546,165,11,8
3376,608,172,66,9
3377,600,18,130,11
3378,414,82,128,3
3379,391,165,35,8
3380,745,192,82,3
3381,686,49,52,11
3382,580,74,58,11
3383,633,36,110,6
3384,670,63,21,9
3385,577,9,84,6
3386,653,162,76,6
3387,134,114,55,6
3388,814,196,2,2
3389,189,183,136,0
3390,807,195,56,9
3391,639,55,73,2
3392,910,89,24,8
3393,903,9,126,1
3394,820,43,85,6
3395,775,134,121,6
3396,239,122,104,9
3397,47,79,20,2
3398,469,93,18,5
3399,701,171,26,3
3400,323,16,21,2
3401,168,177,10,6
3402,553,196,22,1
3403,509,70,16,9
3404,994,68,18,1
3405,263,183,86,4
3406,215,77,56,2
3407,62,157,127,4
3408,77,64,119,4
3409,347,157,65,2
3410,962,83,74,3
3411,525,92,17,1
3412,739,187,144,8
3413,282,13,137,0
3414,529,138,3,9
3415,853,124,70,8
3416,912,122,142,3
3417,295,19,137,0
3418,393,170,124,1
3419,814,82,89,1
3420,853,77,147,7
3421,376,33,121,8
3422,269,111,20,11
3423,361,47,111,2
3424,733,157,65,11
3425,954,63,15,9
3426,448,7,61,3
3427,432,80,148,11
3428,106,109,112,9
3429,534,151,139,6
3430,329,143,18,1
3431,413,11,3,3
3432,99,23,124,6
3433,336,77,103,2
3434,467,125,134,0
3435,909,104,98,8
3436,533,158,25,6
3437,132,154,132,7
3438,99,195,39,7
3439,308,79,35,3
3440,438,4,42,9
3441,926,77,90,6
3442,440,106,113,5
3443,151,67,70,7
3444,451,154,57,8
3445,34,79,98,8
3446,926,180,42,11
3447,638,190,131,6
3448,1000,14,68,0
3449,533,168,116,1
3450,604,25,43,5
3451,177,94,133,0
3452,417,99,124,0
3453,995,133,120,5
3454,263,177,76,10
3455,236,142,99,11
3456,962,125,109,5
3457,345,171,61,6
3458,467,40,69,4
3459,111,70,54,10
3460,313,19,22,1
3461,391,69,43,10
3462,135,130,5,4
3463,103,33,13,3
3464,791,92,133,0
3465,694,58,28,8
3466,33,86,52,11
3467,409,44,3,0
3468,334,171,85,11
3469,125,56,115,7
3470,583,46,118,10
3471,259,23,94,1
3472,247,193,53,4
3473,749,66,85,2
3474,644,39,35,1
3475,20,185,102,5
3476,361,84,124,6
3477,996,185,32,4
3478,649,43,45,3
3479,253,64,11,8
3480,66,49,28,10
3481,947,75,8,4
3482,269,104,127,6
3483,920,101,63,6
3484,248,21,4,6
3485,133,60,82,10
3486,292,5,102,3
3487,14,85,26,3
3488,606,135,112,11
3489,41,64,14,1
3490,801,81,114,11
3491,248,140,10,6
3492,791,38,27,1
3493,299,166,89,6
3494,63,15,48,9
3495,354,172,24,4
3496,272,74,82,4
3497,187,17,17,9
3498,185,88,68,8
3499,123,51,96,5
3500,424,73,127,8
3501,778,132,4,6
3502,997,117,33,4
3503,692,97,59,9
3504,119,110,12,11
3505,146,69,79,9
3506,18,45,23,2
3507,575,180,57,6
3508,222,13,34,0
3509,703,83,120,9
3510,160,133,49,9
3511,705,87,66,11
3512,663,20,48,2
3513,707,51,143,0
3514,435,80,107,4
3515,520,167,60,5
3516,375,191,63,6
3517,391,148,8,8
3518,324,12,124,10
3519,108,96,19,6
3520,7,9,123,3
3521,585,22,134,5
3522,429,16,150,5
3523,122,160,15,8
3524,421,35,135,10
3525,350,68,15,8
3526,798,89,68,5
3527,849,126,34,5
3528,490,163,140,7
3529,505,20,29,7
3530,405,118,150,4
3531,188,64,121,0
3532,487,59,55,6
3533,253,66,142,4
3534,463,182,52,3
3535,913,16,69,1
3536,984,175,57,10
3537,193,66,1,4
3538,350,60,105,8
3539,466,197,142,2
3540,868,189,79,7
3541,631,21,57,8
3542,232,147,47,0
3543,907,47,46,9
3544,684,72,89,7
3545,681,116,130,9
3546,25,45,86,1
3547,86,37,46,5
3548,42,149,104,4
3549,573,106,70,6
3550,404,88,97,7
3551,816,43,92,1
3552,90,200,140,3
3553,48,64,84,8
3554,480,158,56,5
3555,114,77,5,1
3556,858,130,5,2
3557,810,46,5,7
3558,716,59,9,11
3559,851,108,6,8
3560,372,165,126,2
3561,322,149,136,3
3562,853,39,51,3
3563,65,190,44,11
3564,32,76,132,8
3565,464,95,86,1
3566,168,123,52,2
3567,356,191,34,2
3568,447,200,87,10
3569,333,185,140,11
3570,872,88,69,4
3571,116,155,91,6
3572,799,178,69,2
3573,807,90,118,4
3574,942,24,22,1
3575,193,197,97,9
3576,112,134,46,11
3577,841,18,43,7
3578,225,158,62,10
3579,957,162,87,2
3580,301,140,140,4
3581,344,178,115,5
3582,634,143,25,6
3583,137,182,63,8
3584,508,18,105,0
3585,955,124,128,5
3586,638,189,146,2
3587,848,198,58,10
3588,413,187,15,8
3589,30,123,116,0
3590,981,193,136,9
3591,739,116,63,0
3592,403,98,65,10
3593,859,110,64,6
3594,589,82,3,7
3595,710,172,146,2
3596,558,157,17,6
3597,97,89,1,4
3598,444,162,95,10
3599,839,144,3,8
3600,414,6,8,2
3601,492,145,131,2
3602,101,87,113,10
3603,984,126,142,4
3604,830,164,141,9
3605,451,175,28,7
3606,128,119,15,1
3607,637,145,113,5
3608,482,194,58,8
3609,566,128,90,2
3610,605,182,9,4
3611,683,103,141,5
3612,190,49,33,4
3613,933,88,46,10
3614,63,113,39,6
3615,193,2,135,1
3616,25,88,91,10
3617,102,163,108,1
3618,937,70,128,9
3619,375,97,98,7
3620,17,105,1,9
3621,296,171,103,7
3622,489,200,121,6
3623,654,6,90,3
3624,140,155,43,0
3625,921,141,110,1
3626,102,164,77,10
3627,20,143,113,7
3628,700,103,99,0
3629,469,152,45,8
3630,295,130,108,11
3631,795,58,85,5
3632,952,198,81,3
3633,285,160,76,0
3634,260,105,38,3
3635,704,156,69,4
3636,564,70,98,1
3637,580,155,68,8
3638,546,49,101,2
3639,289,91,48,5
3640,429,30,91,10
3641,196,182,124,11
3642,917,109,73,5
3643,387,130,115,4
3644,399,163,33,4
3645,623,76,25,1
3646,509,154,118,8
3647,178,7,103,9
3648,814,41,29,3
3649,896,50,86,4
3650,795,181,89,8
3651,125,119,137,7
3652,372,161,16,6
3653,121,182,92,9
3654,447,1,124,8
3655,964,196,101,2
3656,262,116,109,7
3657,268,5,51,7
3658,367,157,38,11
3659,501,91,85,2
3660,38,95,140,4
3661,701,186,113,4
3662,147,8,86,9
3663,18,175,9,9
3664,776,67,80,1
3665,68,57,125,10
3666,99,147,143,1
3667,855,188,127,4
3668,167,68,22,8
3669,522,31,118,11
3670,340,97,132,6
3671,934,46,148,4
3672,694,175,118,3
3673,926,41,97,0
3674,415,143,43,11
3675,974,40,149,1
3676,810,77,127,6
3677,704,68,112,4
3678,920,64,140,6
3679,143,123,144,6
3680,740,16,95,5
3681,716,114,74,10
3682,858,111,143,5
3683,212,183,116,3
3684,526,78,74,4
3685,830,120,34,1
3686,92,71,128,4
3687,60,37,5,7
3688,595,17,118,11
3689,238,127,37,9
3690,81,47,43,1
3691,362,67,8,1
3692,380,173,150,2
3693,631,148,117,3
3694,210,182,2,6
3695,916,113,79,9
3696,644,179,24,10
3697,96,85,5,10
3698,632,32,27,0
3699,210,28,118,6
3700,572,173,16,0
3701,175,116,70,9
3702,364,165,103,11
3703,461,159,64,0
3704,715,172,69,7
3705,386,125,79,7
3706,169,92,12,8
3707,319,14,102,11
3708,712,40,132,1
3709,221,48,40,8
3710,58,54,141,3
3711,663,126,58,2
3712,615,89,52,10
3713,465,184,104,2
3714,278,23,136,3
3715,22,178,73,11
3716,673,104,47,8
3717,836,133,44,0
3718,649,46,141,6
3719,912,56,6,4
3720,10,40,104,0
3721,242,125,98,9
3722,9,5,116,5
3723,155,138,84,4
3724,448,166,56,3
3725,158,50,37,2
3726,772,26,82,2
3727,400,141,67,0
3728,194,176,73,5
3729,148,166,77,7
3730,212,136,115,10
3731,411,59,141,10
3732,317,31,113,9
3733,390,191,67,11
3734,614,36,59,8
3735,307,62,33,5
3736,106,7,88,8
3737,714,148,61,2
3738,807,167,81,8
3739,695,51,146,10
3740,652,55,62,9
3741,937,40,7,0
3742,652,163,39,7
3743,206,176,140,3
3744,530,180,90,6
3745,188,23,86,1
3746,725,125,3,4
3747,613,38,69,9
3748,713,43,100,5
3749,21,100,130,3
3750,423,134,81,11
3751,598,172,16,5
3752,762,112,93,5
3753,761,107,146,11
3754,430,171,110,11
3755,371,25,52,11
3756,964,42,86,1
3757,166,111,149,7
3758,220,61,149,9
3759,640,14,148,10
3760,21,51,53,5
3761,93,153,148,10
3762,731,40,96,1
3763,592,180,148,6
3764,644,171,89,9
3765,204,44,14,10
3766,462,170,51,9
3767,243,50,68,2
3768,324,92,53,9
3769,917,145,36,0
3770,418,99,99,4
3771,520,195,48,6
3772,949,69,99,1
3773,879,76,9,1
3774,783,121,121,7
3775,841,163,25,6
3776,63,110,124,7
3777,938,171,33,7
3778,880,36,110,9
3779,706,190,124,3
3780,202,93,62,2
3781,905,154,74,11
3782,600,174,9,6
3783,658,6,26,7
3784,353,30,64,11
3785,886,73,47,4
3786,963,131,130,11
3787,700,155,98,9
3788,599,69,11,7
3789,365,177,40,10
3790,816,200,106,6
3791,656,150,118,5
3792,209,55,55,6
3793,222,103,118,2
3794,309,200,81,6
3795,681,64,135,4
3796,628,157,140,0
3797,21,106,79,7
3798,505,11,113,6
3799,230,124,105,8
3800,24,165,140,5
3801,162,119,147,5
3802,214,73,132,7
3803,469,112,88,8
3804,19,134,60,4
3805,5,137,137,9
3806,564,90,55,5
3807,144,18,43,1
3808,557,48,146,5
3809,61,2,66,3
3810,860,165,73,1
3811,991,194,63,5
3812,674,130,150,10
3813,380,41,15,2
3814,911,48,75,8
3815,546,61,124,1
3816,934,3,27,10
3817,923,3,6,2
3818,904,196,22,5
3819,403,11,60,0
3820,987,48,138,2
3821,266,122,54,10
3822,803,52,64,2
3823,984,50,95,10
3824,516,55,142,4
3825,205,199,14,2
3826,727,89,139,9
3827,186,11,69,5
3828,793,98,88,1
3829,545,176,10,1
3830,318,177,105,3
3831,40,80,129,5
3832,919,142,30,4
3833,410,117,12,3
3834,971,158,105,0
3835,545,9,39,5
3836,798,58,127,8
3837,553,195,7,0
3838,577,148,96,9
3839,44,45,66,6
3840,997,126,98,1
3841,696,107,133,11
3842,314,107,30,6
3843,744,156,54,8
3844,248,151,3,1
3845,823,3,150,5
3846,442,113,126,6
3847,973,31,58,4
3848,460,122,38,4
3849,435,85,25,7
3850,629,193,31,3
3851,189,32,118,2
3852,806,186,22,0
3853,814,174,120,8
3854,415,125,89,10
3855,325,182,1,1
3856,562,55,129,7
3857,47,153,105,5
3858,87,12,100,3
3859,848,196,140,11
3860,856,73,97,2
3861,210,163,121,10
3862,313,21,52,7
3863,434,79,73,11
3864,986,172,51,10
3865,56,197,120,1
3866,314,91,84,7
3867,357,167,35,10
3868,954,162,129,2
3869,180,17,29,9
3870,727,40,87,1
3871,655,89,72,6
3872,351,64,36,7
3873,375,74,44,6
3874,919,36,67,9
3875,497,65,107,2
3876,448,174,44,4
3877,617,164,36,9
3878,660,143,99,4
3879,926,180,111,4
3880,234,111,122,1
3881,477,146,18,2
3882,671,161,118,3
3883,669,14,94,5
3884,540,189,102,8
3885,781,188,59,11
3886,927,18,115,6
3887,27,61,84,3
3888,755,73,37,5
3889,189,117,42,11
3890,722,181,146,2
3891,476,67,53,0
3892,546,179,53,5
3893,943,1,119,7
3894,473,39,119,3
3895,378,157,48,9
3896,659,153,69,2
3897,922,192,35,0
3898,762,2,79,7
3899,659,152,125,2
3900,67,188,145,8
3901,372,22,81,6
